Fault,Stage,MTTR,Success
MissingData,AS1,4.931113276956255,1
MissingData,AS1,5.010555933712698,0
PacketDelay,AS2,6.291459359715424,1
AnalyticsFailure,AS3,11.162322288793543,1
SensorDrift,AS1,4.263181920369059,1
CommunicationLoss,AS2,8.002032059555983,1
SensorNoise,AS1,3.260705859881783,1
MissingData,AS1,4.609431305007312,1
InformationDelay,AS4,6.196412955532544,1
ActuatorFailure,AS5,10.65519701932631,1
SensorDrift,AS1,4.252051512777272,1
MissingData,AS1,5.1978515972649415,1
PacketDelay,AS2,6.857493909614957,1
AnalyticsFailure,AS3,12.164853799084028,1
PacketDelay,AS2,6.755713504836646,1
CommunicationLoss,AS2,8.066264492941016,1
MissingData,AS1,5.310639450824355,1
ActuatorFailure,AS5,10.408570964303198,1
InformationDelay,AS4,5.826701722863625,1
SensorDrift,AS1,4.400572724124614,1
SensorDrift,AS1,4.177705082979782,1
AnalyticsFailure,AS3,11.269952706429816,1
CommunicationLoss,AS2,7.814737863416902,0
PacketDelay,AS2,6.7660459201048075,1
CommunicationLoss,AS2,7.473618732451093,1
SensorDrift,AS1,4.749514277172871,1
GatewayFailure,AS2,10.811999273020254,1
CommunicationLoss,AS2,7.821595333481451,1
ActuatorFailure,AS5,10.624426424415203,1
AnalyticsFailure,AS3,12.200076260979458,1
SensorNoise,AS1,3.4353900159381667,1
MissingData,AS1,5.421019139977913,1
InformationDelay,AS4,5.829170415118748,1
MissingData,AS1,4.769421613299305,1
CommunicationLoss,AS2,8.877217635179152,1
AnalyticsFailure,AS3,13.14971982902669,0
ActuatorFailure,AS5,11.614037346940146,1
AnalyticsFailure,AS3,12.37099546635904,1
ModelDrift,AS3,12.492961890471047,1
PacketDelay,AS2,6.569114930458325,1
CommunicationLoss,AS2,8.042033011865326,1
GatewayFailure,AS2,9.292654462367452,1
SensorNoise,AS1,3.14810674374648,1
SensorNoise,AS1,3.4701325492189152,1
AnalyticsFailure,AS3,12.988452186385423,1
InformationDelay,AS4,5.74360844744252,1
AnalyticsFailure,AS3,11.843844715057626,0
InformationDelay,AS4,6.221086527628433,1
SensorDrift,AS1,4.687768889460229,1
SensorNoise,AS1,3.2311033897796886,1
MissingData,AS1,5.079342067561793,1
MissingData,AS1,4.756508606344016,1
AnalyticsFailure,AS3,12.373784955770223,1
AnalyticsFailure,AS3,12.898342280712468,1
SensorDrift,AS1,4.6452834048509155,1
PacketDelay,AS2,6.485898282728854,1
AnalyticsFailure,AS3,12.614575226961255,1
CommunicationLoss,AS2,8.566333756745989,0
InformationDelay,AS4,5.594488502370875,1
SensorNoise,AS1,3.3157194220036588,1
CommunicationLoss,AS2,8.992093917085487,1
SensorDrift,AS1,4.762782445363477,1
SensorNoise,AS1,3.5434202347356147,1
SensorDrift,AS1,4.232376108784544,1
PacketDelay,AS2,6.095171251491274,1
SensorDrift,AS1,4.182737658103875,1
CommunicationLoss,AS2,7.434488405683439,1
PacketDelay,AS2,6.567939826540164,1
GatewayFailure,AS2,9.394532079448496,1
CommunicationLoss,AS2,8.786666632761078,1
SensorNoise,AS1,2.9942358942027925,1
SensorDrift,AS1,4.222628561045064,1
CommunicationLoss,AS2,7.691203125260392,1
SensorDrift,AS1,4.463608677780858,1
MissingData,AS1,4.811586761118211,1
SensorDrift,AS1,4.749826203088959,1
ActuatorFailure,AS5,10.042836906345427,1
GatewayFailure,AS2,9.56183288338456,1
AnalyticsFailure,AS3,11.030806701216934,1
SensorNoise,AS1,3.027862029218805,1
AnalyticsFailure,AS3,12.600469651482952,1
SensorDrift,AS1,4.466125566330713,1
CommunicationLoss,AS2,8.244054926987847,1
AnalyticsFailure,AS3,13.02846610855134,1
ActuatorFailure,AS5,10.160055695867323,1
PacketDelay,AS2,6.213676703985222,1
SensorDrift,AS1,4.267692039111001,1
SensorDrift,AS1,4.567215014158425,1
SensorDrift,AS1,4.4439943674583215,1
ModelDrift,AS3,13.792407137021073,1
InformationDelay,AS4,6.453928613207517,0
ActuatorFailure,AS5,9.9782281519505,1
SensorNoise,AS1,3.541048071342696,1
SensorNoise,AS1,3.5823413846649674,1
ModelDrift,AS3,13.670441729075668,1
SensorNoise,AS1,3.556099449882036,1
CommunicationLoss,AS2,7.4764357217371575,0
GatewayFailure,AS2,10.040543649489168,1
MissingData,AS1,5.199024806582918,1
CommunicationLoss,AS2,8.107884786972527,1
MissingData,AS1,5.396219482269902,1
AnalyticsFailure,AS3,12.789564439434532,1
SensorDrift,AS1,3.981942601674365,1
CommunicationLoss,AS2,8.949000667018657,1
SensorDrift,AS1,4.086099642195879,1
PacketDelay,AS2,6.833266821134022,1
CommunicationLoss,AS2,8.60256769416434,1
SensorDrift,AS1,4.482973071092742,1
MissingData,AS1,4.970371934984017,1
GatewayFailure,AS2,9.528042938894963,0
PacketDelay,AS2,6.3051773910418465,1
SensorNoise,AS1,3.0685516770478145,1
SensorDrift,AS1,4.050090257687779,1
MissingData,AS1,5.388845040554629,1
ActuatorFailure,AS5,10.58503063134237,0
AnalyticsFailure,AS3,10.960162300610396,0
SensorDrift,AS1,4.335289855784825,1
SensorNoise,AS1,3.5218751065096447,1
MissingData,AS1,5.264267559246464,1
PacketDelay,AS2,7.2252600933467965,1
InformationDelay,AS4,6.4285497314545825,1
CommunicationLoss,AS2,8.554388658428868,1
CommunicationLoss,AS2,7.79426084896282,1
MissingData,AS1,4.843156149175164,1
SensorNoise,AS1,3.5523865675504687,1
SensorDrift,AS1,4.381213835521733,1
CommunicationLoss,AS2,8.373219125793876,1
InformationDelay,AS4,5.57444736670183,1
SensorNoise,AS1,3.2742434028129197,1
GatewayFailure,AS2,9.224860173376692,1
ActuatorFailure,AS5,11.200134437892785,1
PacketDelay,AS2,6.658775481851815,1
SensorNoise,AS1,3.5843697509904193,1
ModelDrift,AS3,13.102078266583371,1
SensorDrift,AS1,4.801177432813485,1
ActuatorFailure,AS5,10.733604229392842,1
PacketDelay,AS2,7.018484338696079,1
CommunicationLoss,AS2,7.425304161751108,1
ModelDrift,AS3,12.909554223009279,1
GatewayFailure,AS2,9.536863480161697,1
AnalyticsFailure,AS3,13.1728665799406,1
SensorDrift,AS1,4.038572916036843,1
AnalyticsFailure,AS3,11.198684786878994,1
AnalyticsFailure,AS3,11.01856809304685,1
MissingData,AS1,5.307635361249649,1
CommunicationLoss,AS2,8.075542734053759,1
PacketDelay,AS2,6.659556800118129,1
SensorDrift,AS1,4.2984436507681645,1
ActuatorFailure,AS5,12.094403294623037,1
CommunicationLoss,AS2,7.450917868968794,1
AnalyticsFailure,AS3,13.286326693658363,1
SensorDrift,AS1,4.3613052158531,1
PacketDelay,AS2,6.177332537768786,1
CommunicationLoss,AS2,8.011256930399481,1
SensorDrift,AS1,4.705187420272855,1
AnalyticsFailure,AS3,12.2117223500816,1
CommunicationLoss,AS2,8.588056195215543,1
AnalyticsFailure,AS3,11.233851701371737,1
MissingData,AS1,5.226081119080083,1
MissingData,AS1,4.542561887225352,1
MissingData,AS1,4.532301099205266,1
AnalyticsFailure,AS3,11.01771373858062,1
SensorDrift,AS1,4.411143537143831,1
SensorDrift,AS1,4.805311546179871,1
PacketDelay,AS2,7.1581811612015995,1
CommunicationLoss,AS2,7.526339309203216,1
CommunicationLoss,AS2,9.059101968492515,1
SensorDrift,AS1,4.032608946797273,1
AnalyticsFailure,AS3,11.210743805991342,1
AnalyticsFailure,AS3,11.159949558386566,1
SensorDrift,AS1,4.353054787556789,1
PacketDelay,AS2,6.580092438151451,1
PacketDelay,AS2,6.051409934736016,1
CommunicationLoss,AS2,8.243314654693426,0
PacketDelay,AS2,6.521044211077086,1
CommunicationLoss,AS2,7.9943749371144,1
SensorNoise,AS1,3.0806162618566297,1
PacketDelay,AS2,6.9332047660473455,1
CommunicationLoss,AS2,8.208072808260706,1
CommunicationLoss,AS2,8.954917167988121,1
PacketDelay,AS2,6.841396730406206,1
ModelDrift,AS3,14.404324851548614,1
GatewayFailure,AS2,9.573235465103728,1
ActuatorFailure,AS5,10.914438905573878,1
AnalyticsFailure,AS3,12.754603432802265,1
MissingData,AS1,4.765137129590932,1
SensorDrift,AS1,4.045974908338731,1
SensorNoise,AS1,3.1569760326016802,1
SensorDrift,AS1,4.48284195257584,1
ModelDrift,AS3,12.201525946477938,0
SensorNoise,AS1,3.2181325704844332,1
AnalyticsFailure,AS3,11.337140051635535,1
SensorDrift,AS1,4.541220504819157,1
CommunicationLoss,AS2,8.694442564282735,1
CommunicationLoss,AS2,7.849605382362336,1
CommunicationLoss,AS2,8.066174205756786,0
InformationDelay,AS4,5.660294678830323,1
ActuatorFailure,AS5,10.763795779590106,1
CommunicationLoss,AS2,8.136568401085867,1
SensorDrift,AS1,4.187916705689525,1
CommunicationLoss,AS2,8.707441322771501,1
SensorNoise,AS1,2.9705726436951,1
AnalyticsFailure,AS3,11.688190703758409,1
SensorDrift,AS1,4.391797919428071,1
GatewayFailure,AS2,10.46505577608047,1
MissingData,AS1,4.984951035720794,0
SensorDrift,AS1,4.008571312400697,0
MissingData,AS1,5.2998086575516785,1
SensorDrift,AS1,4.215163627937865,1
AnalyticsFailure,AS3,12.488976494537502,1
AnalyticsFailure,AS3,12.556999049405846,1
SensorDrift,AS1,4.12672875615321,1
MissingData,AS1,4.517362704536407,1
CommunicationLoss,AS2,8.801512982245042,1
AnalyticsFailure,AS3,11.025651776472325,1
PacketDelay,AS2,6.803081913596822,1
CommunicationLoss,AS2,8.310326299039822,1
SensorDrift,AS1,4.607204556797442,1
AnalyticsFailure,AS3,12.460063134252291,1
SensorDrift,AS1,4.682250516254109,1
MissingData,AS1,4.518318039176034,1
SensorDrift,AS1,4.5017531039871574,1
CommunicationLoss,AS2,8.804228314165906,1
GatewayFailure,AS2,10.264494999203196,1
CommunicationLoss,AS2,7.776832531846882,1
MissingData,AS1,4.726154423801783,1
ActuatorFailure,AS5,10.865054666519299,0
AnalyticsFailure,AS3,12.419910963491416,1
CommunicationLoss,AS2,7.558192302737213,1
ActuatorFailure,AS5,11.206207151347499,1
GatewayFailure,AS2,9.85250469752304,1
SensorDrift,AS1,4.356368835289684,1
SensorDrift,AS1,4.484719334232811,1
SensorDrift,AS1,4.687305566435107,1
SensorDrift,AS1,4.128874518449656,0
MissingData,AS1,5.309103749495127,0
CommunicationLoss,AS2,8.458666004522815,1
CommunicationLoss,AS2,7.671208738018961,1
ModelDrift,AS3,12.301765326925938,0
GatewayFailure,AS2,9.324987710570172,1
CommunicationLoss,AS2,8.172693585764423,1
CommunicationLoss,AS2,7.685775257617696,1
ActuatorFailure,AS5,10.417659628295056,1
InformationDelay,AS4,6.348974971763728,1
CommunicationLoss,AS2,7.800840405462726,1
PacketDelay,AS2,7.116601997697913,1
ActuatorFailure,AS5,10.858903133264711,1
CommunicationLoss,AS2,8.041250385158268,1
InformationDelay,AS4,5.689675177830671,1
AnalyticsFailure,AS3,11.220333628422653,1
PacketDelay,AS2,6.393520330862751,1
MissingData,AS1,5.086619221741204,1
CommunicationLoss,AS2,8.835756635882028,1
SensorNoise,AS1,3.627138462683947,1
ModelDrift,AS3,13.807246872262743,1
AnalyticsFailure,AS3,12.292310212688328,0
SensorNoise,AS1,3.3486425180200206,1
ActuatorFailure,AS5,10.935435786944984,1
MissingData,AS1,5.2450373393273875,1
PacketDelay,AS2,6.677202795699716,1
SensorNoise,AS1,3.057589921180515,1
InformationDelay,AS4,6.0255373711849245,1
SensorDrift,AS1,4.617612293017067,1
SensorNoise,AS1,3.5469713650946995,1
PacketDelay,AS2,6.55287043935918,1
SensorDrift,AS1,4.746222307442581,1
GatewayFailure,AS2,10.292148867944398,1
PacketDelay,AS2,6.843758039376633,1
SensorDrift,AS1,4.41296810293111,1
CommunicationLoss,AS2,8.056875741878338,1
CommunicationLoss,AS2,8.347004255749596,1
AnalyticsFailure,AS3,13.264628925848976,1
MissingData,AS1,5.384756453147191,1
InformationDelay,AS4,6.346470224713327,1
PacketDelay,AS2,6.8378992953767375,1
CommunicationLoss,AS2,8.227274393494373,1
InformationDelay,AS4,5.8904564806661295,1
CommunicationLoss,AS2,8.882165040137512,1
InformationDelay,AS4,5.917725828413029,1
ActuatorFailure,AS5,10.262485677056565,1
AnalyticsFailure,AS3,11.384299903512481,0
InformationDelay,AS4,6.1001362992628145,1
ModelDrift,AS3,13.581966925685952,1
SensorNoise,AS1,3.1233365219165785,1
InformationDelay,AS4,5.8597788991292585,1
SensorNoise,AS1,3.429929963275118,1
ModelDrift,AS3,12.228359225179736,1
ModelDrift,AS3,13.158401817245949,0
SensorNoise,AS1,3.2030597909367993,1
MissingData,AS1,5.1596940506246955,1
PacketDelay,AS2,6.8545742350386,1
SensorDrift,AS1,3.9962132817098523,1
AnalyticsFailure,AS3,11.336481731060715,1
SensorDrift,AS1,4.09019090896968,1
AnalyticsFailure,AS3,11.1840058567185,1
SensorDrift,AS1,4.7940543675651845,1
SensorDrift,AS1,4.440608117420442,1
CommunicationLoss,AS2,8.9033628000186,0
SensorDrift,AS1,4.546861203681183,1
SensorNoise,AS1,3.1935317237290524,1
ActuatorFailure,AS5,11.391618341297747,1
CommunicationLoss,AS2,8.16085494041219,1
SensorNoise,AS1,3.35506475141232,1
PacketDelay,AS2,5.969764213192003,1
PacketDelay,AS2,6.055337556959005,1
MissingData,AS1,5.054027043628993,0
PacketDelay,AS2,6.13528863865936,1
PacketDelay,AS2,6.315738482589236,1
MissingData,AS1,4.541722644593851,1
SensorNoise,AS1,3.5004324329797396,1
CommunicationLoss,AS2,8.124323127435142,1
GatewayFailure,AS2,9.080434389147205,1
CommunicationLoss,AS2,9.052953273083551,1
AnalyticsFailure,AS3,11.10404483434571,1
AnalyticsFailure,AS3,12.235069504814824,1
CommunicationLoss,AS2,7.731910589883239,1
SensorDrift,AS1,4.687098508669092,1
SensorDrift,AS1,4.367837614101006,1
CommunicationLoss,AS2,8.48191609514133,1
SensorDrift,AS1,4.213166349285081,1
SensorDrift,AS1,3.9850294746833455,1
GatewayFailure,AS2,10.095804820330589,1
SensorDrift,AS1,4.186962153260683,1
AnalyticsFailure,AS3,11.793149362655825,1
SensorDrift,AS1,4.0114891467139175,1
CommunicationLoss,AS2,7.6944596054946315,1
CommunicationLoss,AS2,8.012374133097973,1
GatewayFailure,AS2,9.927455656258415,1
SensorNoise,AS1,3.466734814273639,1
GatewayFailure,AS2,10.26623495954094,1
SensorDrift,AS1,4.044333400653973,1
GatewayFailure,AS2,9.935978077629262,1
InformationDelay,AS4,6.547053453976403,1
ActuatorFailure,AS5,11.649234823685324,1
SensorDrift,AS1,4.7045413797217925,1
SensorDrift,AS1,4.327264706531409,1
AnalyticsFailure,AS3,12.050434116293998,1
MissingData,AS1,5.3358291215278655,1
CommunicationLoss,AS2,8.59632655682213,1
MissingData,AS1,5.30324705710487,1
PacketDelay,AS2,6.111888093166535,1
SensorDrift,AS1,4.028407061819357,1
CommunicationLoss,AS2,7.602898680076807,1
AnalyticsFailure,AS3,11.177791767557272,1
ActuatorFailure,AS5,10.11230791748476,1
PacketDelay,AS2,6.204032244115413,1
CommunicationLoss,AS2,8.979044216183349,0
SensorNoise,AS1,3.300418714101087,1
SensorDrift,AS1,4.047213002452524,1
InformationDelay,AS4,6.611759196676663,1
SensorDrift,AS1,4.598307430199113,1
PacketDelay,AS2,6.566624465016509,1
SensorNoise,AS1,3.04083417310834,1
SensorDrift,AS1,4.412540882529674,1
CommunicationLoss,AS2,8.193737798422736,1
SensorNoise,AS1,3.160259031561816,1
CommunicationLoss,AS2,8.059888842835717,1
CommunicationLoss,AS2,8.812798790130968,1
SensorDrift,AS1,4.336606264160058,1
